credit_amount,business_age_months,monthly_income_avg,total_deposits_3m,revenue_volatility_3m,request_ratio,dti_monthly,nsf_count_3m,negative_days_3m,owner_percentage,owner_credit_score,p_viable,risk_sharp
14209.58,4,9941.48,28116.09,0.537,1.429,0.206,2,2,58.4,661,0.605,0
23493.17,95,21708.85,63140.6,0.529,1.082,0.423,5,5,79.3,651,0.738,1
22214.57,84,12189.05,39348.62,0.525,1.823,0.49,4,2,77.7,679,0.656,0
17855.78,15,11733.79,32044.1,0.629,1.522,0.351,3,3,66.0,678,0.518,0
6244.18,57,10222.01,29078.82,0.732,0.611,0.241,4,3,79.2,568,0.47,0
15029.86,10,9723.94,27959.01,0.635,1.546,0.21,3,2,98.2,734,0.572,0
7010.91,91,6039.01,18116.94,0.519,1.161,0.323,1,2,93.2,628,0.731,0
32651.43,25,25126.91,70780.49,0.653,1.299,0.485,4,7,68.6,671,0.618,0
62865.89,63,26485.44,92648.58,0.569,2.374,0.572,3,6,97.6,685,0.821,0
41395.43,77,24057.54,75540.0,0.63,1.721,0.521,4,6,68.4,658,0.737,0
6112.68,4,9159.11,29619.28,0.704,0.667,0.064,3,9,79.1,591,0.325,1
6849.97,20,9334.72,28538.66,0.795,0.734,0.06,5,8,84.6,668,0.295,1
19472.14,4,14908.04,49748.8,0.663,1.306,0.335,0,6,80.8,658,0.669,0
13012.65,53,6366.03,17351.53,0.762,2.044,0.27,6,7,34.2,657,0.22,1
18282.48,111,30438.71,87243.63,0.593,0.601,0.58,2,3,78.7,646,0.931,0
5000.0,20,3598.6726000000003,10774.730800000001,0.71,1.667,0.386,4,5,69.4,700,0.235,1
17768.08,41,10002.87,29597.18,0.5,1.776,0.177,3,2,77.7,757,0.711,0
12266.46,93,6889.4,23286.79,0.426,1.78,0.293,4,6,96.8,766,0.615,0
49269.1,86,28410.9,100229.4,0.463,1.734,0.409,1,2,85.8,705,0.963,0
19878.29,88,32566.83,105161.93,0.587,0.61,0.149,4,5,64.7,700,0.938,0
29710.83,38,18176.55,54102.3,0.691,1.635,0.16,3,8,52.0,567,0.581,1
65044.000799999965,144,46340.38859999986,140030.18359999993,0.565,1.901,0.46,3,4,80.6,668,0.998,0
13037.05,40,13142.93,44107.05,0.641,0.992,0.207,5,6,58.2,688,0.485,1
17574.31,53,20113.31,66019.18,0.682,0.874,0.326,3,5,75.7,535,0.67,1
5000.0,5,4278.89,12699.45,0.773,1.169,0.374,2,4,63.0,774,0.382,1
12613.81,18,9792.86,29127.03,0.646,1.288,0.34,7,6,95.0,654,0.197,1
20940.58,85,13559.43,38536.15,0.621,1.544,0.439,2,3,57.4,608,0.713,0
13735.21,24,6395.19,18809.2,0.69,2.148,0.27,5,3,43.5,597,0.279,1
19543.2,90,20910.79,58721.05,0.629,0.935,0.283,3,5,56.4,674,0.821,0
5000.0,38,3614.5,10787.63,0.672,1.383,0.293,5,5,80.7,684,0.259,1
19606.37,45,20458.7,61262.46,0.648,0.958,0.389,1,4,76.4,740,0.841,0
5895.54,21,8425.93,23531.44,0.623,0.7,0.603,3,4,86.5,607,0.316,1
8767.68,18,6389.91,23287.98,0.685,1.372,0.475,5,4,62.0,656,0.231,1
23666.76,15,16619.63,51039.92,0.644,1.424,0.311,5,5,72.0,649,0.456,1
31216.54,39,27042.25,89514.92,0.56,1.154,0.1,3,8,51.2,633,0.836,1
21379.98,18,20263.48,66629.3,0.684,1.055,0.195,3,1,83.8,615,0.761,0
8635.63,23,6103.59,21156.97,0.593,1.415,0.264,3,2,66.7,777,0.555,0
60208.67,143,27878.64,77567.19,0.53,2.16,0.429,5,2,98.0,712,0.922,1
12459.6,28,12095.64,34704.03,0.628,1.03,0.554,0,5,73.5,665,0.619,0
26495.25,23,22817.98,58519.62,0.617,1.161,0.116,2,2,85.0,685,0.857,0
34252.06,14,14510.82,37898.98,0.768,2.36,0.436,5,7,59.5,718,0.311,1
7895.19,135,6501.41,17928.67,0.657,1.214,0.426,4,8,90.5,618,0.445,1
17810.36,13,9571.36,28365.32,0.653,1.861,0.429,1,4,51.7,604,0.491,0
7932.05,26,6816.15,20294.41,0.73,1.164,0.176,4,3,53.6,643,0.391,1
11704.82,52,9387.18,35314.66,0.515,1.247,0.232,0,4,47.6,716,0.8,0
13298.84,17,7952.64,24818.49,0.588,1.672,0.199,3,1,43.0,793,0.656,0
12715.64,22,11655.43,37680.38,0.657,1.091,0.206,5,9,53.6,647,0.307,1
39562.22,137,30193.59,91610.27,0.458,1.31,0.432,3,5,70.2,593,0.936,0
19792.15,29,9921.62,26638.91,0.68,1.995,0.361,4,5,13.9,676,0.382,1
27663.99,9,24621.72,75618.51,0.693,1.124,0.567,1,4,73.9,653,0.765,0
5000.0,18,3884.45,10774.730800000001,0.67,1.287,0.104,6,7,99.5,732,0.213,1
7203.67,84,9350.91,27647.73,0.751,0.77,0.308,4,4,51.6,666,0.528,0
41863.91,14,39812.11,125627.81,0.689,1.052,0.199,3,1,89.2,690,0.955,0
6625.33,14,5335.25,15253.81,0.717,1.242,0.293,2,6,69.0,635,0.338,1
47903.98,19,28700.34,87429.7,0.693,1.669,0.534,6,3,89.4,672,0.643,1
10769.28,45,12533.29,35788.98,0.569,0.859,0.461,1,2,72.9,584,0.677,0
20599.74,13,12122.04,33149.99,0.809,1.699,0.212,3,3,87.8,641,0.493,0
25420.38,15,20512.46,63939.07,0.568,1.239,0.325,7,3,77.9,615,0.468,1
17932.2,14,15358.09,49924.47,0.69,1.168,0.269,1,7,87.5,674,0.644,0
47481.37,11,27892.5,90653.21,0.722,1.702,0.499,1,3,76.1,645,0.844,0
7024.38,79,11904.37,35024.04,0.659,0.59,0.304,3,5,83.9,585,0.587,0
21147.4,17,12870.39,31890.35,0.645,1.643,0.052,1,3,73.5,687,0.747,0
26444.4,90,14203.01,42910.1,0.627,1.862,0.414,3,7,62.5,683,0.647,0
6315.24,18,5536.1,18294.84,0.598,1.141,0.391,1,4,30.3,717,0.518,0
22315.47,112,20524.71,55097.63,0.662,1.087,0.156,2,7,75.4,646,0.859,0
16014.96,11,11822.41,40520.36,0.664,1.355,0.388,2,5,70.2,628,0.489,0
5000.0,36,3598.6726000000003,10774.730800000001,0.617,1.462,0.639,4,3,99.6,612,0.222,1
18339.12,125,29728.18,92017.09,0.488,0.617,0.548,2,2,53.6,683,0.957,0
22928.24,77,17977.63,57513.01,0.611,1.275,0.368,2,5,86.5,684,0.8,0
6251.69,43,9874.89,33104.3,0.526,0.633,0.328,4,3,71.3,629,0.509,0
19297.22,15,13637.33,42414.31,0.731,1.415,0.204,5,5,67.3,649,0.402,1
8936.69,22,7219.45,21094.77,0.623,1.238,0.384,6,2,94.9,678,0.284,1
15479.67,66,17825.71,54196.24,0.695,0.868,0.607,5,3,89.0,658,0.546,1
18327.81,22,22727.31,64459.9,0.57,0.806,0.257,2,3,52.0,663,0.824,0
19599.45,56,20115.66,50741.27,0.625,0.974,0.243,4,3,87.1,744,0.776,0
13480.8,13,9443.26,27781.34,0.713,1.428,0.396,3,4,51.4,583,0.348,1
8007.27,80,6717.98,20945.82,0.639,1.192,0.518,3,7,53.3,640,0.394,1
7383.91,36,6846.9,22226.23,0.611,1.078,0.414,4,3,49.2,750,0.439,0
22335.87,34,22619.07,65220.04,0.556,0.987,0.466,3,1,99.1,676,0.797,0
8948.97,55,12197.72,40917.49,0.588,0.734,0.3,4,3,70.2,609,0.571,0
28778.88,4,14055.1,41598.69,0.766,2.048,0.262,4,6,78.9,678,0.401,0
8205.91,7,9527.34,29676.27,0.828,0.861,0.274,6,5,89.3,678,0.224,1
9923.57,87,8112.26,25789.06,0.469,1.223,0.548,4,4,63.8,717,0.544,0
15173.94,46,17438.11,52537.81,0.577,0.87,0.142,2,6,97.0,708,0.788,0
6603.01,27,8296.72,24709.73,0.536,0.796,0.199,7,1,73.6,619,0.352,1
9927.48,89,10636.61,35884.83,0.54,0.933,0.412,0,4,94.0,667,0.807,0
5717.4,11,5511.0,14285.82,0.635,1.037,0.208,1,3,73.2,694,0.554,0
17903.73,24,7589.57,22845.96,0.578,2.359,0.332,2,4,95.5,612,0.474,0
53999.48,100,26680.52,68295.02,0.675,2.024,0.455,2,4,93.2,663,0.89,0
24249.39,22,20600.66,52914.74,0.738,1.177,0.218,2,6,67.8,560,0.644,0
37567.67,32,20994.42,62715.72,0.662,1.789,0.464,3,4,55.3,669,0.687,0
43866.09,107,36630.24,105267.46,0.54,1.198,0.329,4,2,47.0,672,0.961,0
10926.16,13,10654.09,37278.1,0.736,1.026,0.536,3,7,73.9,634,0.298,1
24873.42,105,26998.91,79354.88,0.482,0.921,0.303,2,5,53.0,711,0.939,0
55606.14,133,27894.84,91284.07,0.55,1.993,0.215,4,1,81.5,721,0.963,0
5612.46,21,5830.93,17565.05,0.625,0.963,0.349,3,4,27.7,602,0.343,1
9876.0,4,13040.67,35361.35,0.847,0.757,0.228,4,9,93.5,725,0.321,1
9219.0,15,9855.32,25396.85,0.576,0.935,0.236,2,5,97.3,663,0.533,0
5000.0,13,4115.38,10999.17,0.66,1.215,0.256,5,7,55.1,612,0.17,1
12796.72,6,11774.06,36248.81,0.591,1.087,0.327,1,5,93.9,736,0.635,0
10873.07,96,10494.53,35506.24,0.622,1.036,0.317,6,7,55.9,666,0.43,1
17372.1,22,22706.46,63140.27,0.71,0.765,0.408,6,7,99.5,598,0.398,1
13098.09,15,6733.9,21555.77,0.625,1.945,0.162,0,3,56.3,619,0.632,0
12081.87,61,18882.51,55824.01,0.523,0.64,0.277,1,4,99.8,666,0.858,0
12382.17,7,9861.06,27063.04,0.654,1.256,0.32,6,5,71.2,686,0.252,1
9604.14,144,7835.47,24173.25,0.493,1.226,0.453,0,5,87.3,722,0.881,0
16456.01,18,8901.48,30104.31,0.673,1.849,0.198,1,2,59.6,683,0.665,0
22027.03,54,18689.28,55729.35,0.732,1.179,0.367,8,6,55.0,588,0.309,1
13613.83,15,23593.98,75479.27,0.712,0.577,0.13,3,4,18.8,625,0.768,0
6765.6,16,10808.45,33225.99,0.723,0.626,0.477,7,4,78.1,794,0.257,1
59835.16,69,26365.44,81060.25,0.597,2.269,0.095,2,2,95.5,775,0.951,0
22232.2,27,15507.09,43532.36,0.838,1.434,0.468,8,8,84.4,675,0.163,1
23586.14,9,16023.55,49958.15,0.684,1.472,0.282,4,3,82.2,705,0.574,0
15949.91,36,18585.59,49236.54,0.692,0.858,0.347,3,7,83.0,686,0.603,0
14069.15,103,13988.38,43178.23,0.636,1.006,0.096,3,5,70.6,741,0.818,0
8449.12,4,5549.16,18475.41,0.687,1.523,0.26,4,7,86.4,701,0.252,1
58199.25,126,39306.28,134936.26,0.546,1.481,0.555,5,4,94.8,672,0.955,1
16921.5,36,19444.15,53468.6,0.601,0.87,0.098,2,7,44.9,740,0.795,0
12702.85,17,11336.74,35212.1,0.669,1.121,0.125,4,5,40.9,685,0.484,0
39406.26,13,18317.13,51850.89,0.772,2.151,0.183,1,4,73.2,636,0.732,0
16243.16,38,14948.8,45350.55,0.721,1.087,0.423,3,4,70.8,706,0.596,0
8690.19,129,11702.78,40507.04,0.587,0.743,0.37,5,7,74.7,704,0.619,1
16802.43,44,10845.08,34819.87,0.698,1.549,0.43,3,4,23.0,633,0.483,0
27314.45,13,25697.51,73068.58,0.665,1.063,0.223,3,9,78.4,736,0.686,1
18520.25,20,12480.13,35317.31,0.73,1.484,0.305,3,7,90.4,696,0.447,0
34677.84,29,15612.91,46902.3,0.64,2.221,0.354,5,5,67.4,658,0.457,1
25666.86,140,35824.92,108205.53,0.417,0.716,0.565,1,4,96.1,685,0.98,0
30038.04,12,12526.49,37979.01,0.802,2.398,0.302,3,9,64.5,731,0.388,1
9179.46,28,5807.23,15346.14,0.644,1.581,0.557,3,3,75.6,667,0.342,1
19805.77,35,15559.05,54142.16,0.717,1.273,0.292,1,5,83.1,643,0.714,0
17866.17,39,10575.36,37050.7,0.615,1.689,0.269,3,5,91.2,609,0.513,0
5000.0,29,5408.73,16848.4,0.469,0.924,0.622,3,3,83.7,525,0.292,1
21700.92,20,17626.14,49197.49,0.656,1.231,0.254,2,3,94.2,623,0.704,0
7105.89,10,9801.66,27930.1,0.549,0.725,0.05,2,6,91.7,628,0.552,0
5000.0,72,3598.6726000000003,10774.730800000001,0.661,1.667,0.147,3,2,61.0,771,0.613,0
20588.42,37,16385.91,45098.65,0.624,1.256,0.523,4,3,69.2,563,0.483,0
11734.69,14,14905.4,42447.98,0.755,0.787,0.478,2,6,36.9,645,0.474,0
64424.41,28,40007.01,124075.95,0.662,1.61,0.664,3,4,65.1,571,0.878,1
12967.52,16,12794.66,38778.46,0.596,1.014,0.339,0,3,51.7,630,0.711,0
39308.86,32,26142.25,87989.89,0.691,1.504,0.384,4,2,36.0,814,0.85,0
22853.88,42,22063.96,58125.85,0.523,1.036,0.3,5,3,85.8,550,0.646,1
7154.78,26,7067.09,19707.25,0.638,1.012,0.474,1,4,89.3,643,0.477,0
25379.0,34,17125.11,43154.81,0.514,1.482,0.375,1,6,58.0,560,0.67,0
11783.12,38,10671.18,32384.1,0.667,1.104,0.343,3,2,66.9,679,0.577,0
15067.34,78,10471.56,35437.38,0.61,1.439,0.644,3,3,81.8,718,0.592,1
17418.3,129,13733.07,39642.04,0.547,1.268,0.258,5,7,92.8,560,0.609,1
9558.86,107,12839.7,42726.69,0.489,0.744,0.444,4,3,92.6,714,0.74,0
19896.45,48,15251.63,48294.36,0.722,1.305,0.161,4,6,70.8,740,0.631,0
5677.9,8,11290.25,36219.43,0.743,0.503,0.129,3,5,67.2,719,0.524,0
10918.97,144,12275.37,38552.21,0.555,0.89,0.401,1,3,73.7,678,0.88,0
12576.63,45,10700.32,36731.78,0.593,1.175,0.35,4,3,58.8,577,0.475,0
5000.0,19,4219.6,12456.06,0.647,1.185,0.242,4,4,39.6,761,0.367,1
21894.35,135,9957.21,31512.9,0.539,2.199,0.59,3,6,51.9,644,0.634,0
10706.32,21,9176.3,31593.22,0.587,1.167,0.224,3,6,87.6,628,0.445,0
58152.26,20,32650.86,89933.73,0.717,1.781,0.359,7,6,99.8,709,0.65,1
15958.46,12,16873.86,49750.27,0.76,0.946,0.342,4,5,54.8,647,0.464,0
10873.98,20,7268.07,22806.81,0.787,1.496,0.178,3,6,58.4,611,0.343,1
22915.42,12,33172.84,92681.94,0.643,0.691,0.252,1,4,36.8,638,0.914,0
21188.11,95,13125.78,36539.92,0.666,1.614,0.412,3,5,77.7,651,0.647,0
5000.0,5,4621.86,16117.33,0.79,1.082,0.154,7,5,70.0,742,0.172,1
10729.47,37,10067.16,28239.47,0.599,1.066,0.136,6,5,54.9,672,0.384,1
19039.1,108,30277.05,88168.54,0.478,0.629,0.306,3,5,29.8,728,0.945,0
14118.21,25,6767.41,20652.91,0.737,2.086,0.474,3,6,67.6,631,0.277,1
11880.64,60,6218.73,19296.04,0.58,1.91,0.131,5,3,72.6,605,0.438,1
38632.45,29,41870.61,120132.79,0.593,0.923,0.489,5,3,84.8,722,0.914,1
15427.02,75,15444.63,45563.26,0.651,0.999,0.36,1,6,99.0,644,0.752,0
6811.46,5,7644.16,21094.54,0.588,0.891,0.234,1,1,71.3,652,0.615,0
31846.81,43,14103.24,40435.39,0.603,2.258,0.471,4,5,76.5,721,0.525,0
24255.24,11,12392.6,39245.88,0.544,1.957,0.549,5,4,86.9,608,0.309,1
20364.11,10,11566.42,37215.53,0.618,1.761,0.534,1,4,71.4,681,0.557,0
53101.62,25,28780.2,93373.33,0.606,1.845,0.408,6,3,80.3,651,0.719,1
21275.97,12,12245.79,36723.1,0.621,1.737,0.214,5,9,69.0,682,0.317,1
14777.99,19,16945.7,50037.05,0.633,0.872,0.25,2,6,99.5,703,0.68,0
16520.89,45,11470.91,30812.47,0.489,1.44,0.316,3,3,61.9,781,0.694,0
15569.88,56,15484.5,45130.91,0.547,1.006,0.227,1,4,87.7,554,0.769,0
27932.19,14,18095.75,55040.46,0.763,1.544,0.509,5,8,14.1,626,0.302,1
36412.41,19,22503.56,73387.35,0.682,1.618,0.544,4,2,64.3,667,0.66,0
10921.68,144,8467.86,21474.82,0.505,1.29,0.459,0,3,85.2,649,0.891,0
39463.24,144,18079.55,52777.09,0.49,2.183,0.467,5,3,66.0,626,0.803,1
40886.55,128,46340.38859999986,140030.18359999993,0.582,0.669,0.484,3,5,66.0,548,0.991,1
11116.8,12,9231.1,24140.34,0.682,1.204,0.141,2,5,61.1,621,0.488,0
10526.45,14,13211.02,43810.25,0.592,0.797,0.178,5,3,13.3,678,0.514,1
18099.16,39,24996.79,67180.96,0.598,0.724,0.251,0,2,68.4,712,0.929,0
8758.22,4,5192.22,15711.34,0.603,1.687,0.084,1,6,55.7,653,0.487,0
14673.24,43,9612.1,31203.58,0.588,1.527,0.424,3,6,24.8,681,0.468,0
5000.0,50,4335.76,12520.23,0.681,1.153,0.142,3,1,32.1,660,0.542,0
7535.87,17,10861.31,29393.03,0.709,0.694,0.495,4,2,77.0,683,0.396,1
15563.95,56,19948.38,60415.62,0.688,0.78,0.243,6,6,64.4,585,0.514,1
40909.3,30,17581.88,59327.59,0.659,2.327,0.235,4,8,62.3,692,0.564,1
40735.98,9,27919.27,90409.9,0.566,1.459,0.39,6,5,86.2,626,0.625,1
12876.24,24,11515.33,33859.56,0.572,1.118,0.355,4,8,68.7,629,0.345,1
11599.53,13,5278.53,15129.93,0.711,2.197,0.05,2,1,59.1,655,0.553,0
16380.61,123,8479.54,27792.01,0.548,1.932,0.462,1,4,60.8,648,0.765,0
10037.16,8,7817.94,20711.71,0.6,1.284,0.424,1,4,94.0,623,0.463,0
17342.45,59,13065.95,42136.04,0.591,1.327,0.252,3,4,78.7,726,0.711,0
65044.000799999965,111,46340.38859999986,140030.18359999993,0.671,1.87,0.49,4,5,83.4,675,0.998,0
7702.94,16,9213.04,24350.82,0.736,0.836,0.121,4,6,55.3,626,0.347,1
22688.46,26,28056.09,72273.57,0.756,0.809,0.134,2,5,12.9,632,0.839,0
8897.83,22,9746.22,33063.35,0.58,0.913,0.106,3,4,60.1,661,0.573,0
9569.37,60,7690.57,22700.48,0.734,1.244,0.186,3,6,11.5,636,0.472,0
18012.61,21,7706.17,21464.65,0.629,2.337,0.245,2,4,74.8,608,0.477,0
11731.68,25,8627.02,25790.57,0.77,1.36,0.232,3,4,39.0,663,0.446,0
6311.0,7,9519.07,27249.83,0.707,0.663,0.077,2,4,68.8,657,0.55,0
40823.68,127,20639.72,59252.45,0.579,1.978,0.551,8,4,84.8,651,0.528,1
5703.92,29,7633.33,21990.83,0.704,0.747,0.147,6,5,91.6,742,0.326,1
21326.23,10,20874.9,62666.28,0.68,1.022,0.276,3,2,81.3,658,0.725,0
20452.35,35,19618.66,62422.26,0.683,1.042,0.458,5,2,89.4,604,0.562,1
15264.77,4,7757.62,20426.27,0.615,1.968,0.241,2,9,92.6,686,0.366,1
23369.26,66,22835.31,75907.02,0.593,1.023,0.252,3,4,99.5,585,0.823,0
5000.0,7,3598.6726000000003,10774.730800000001,0.744,1.667,0.117,3,2,79.5,739,0.419,0
5000.0,56,3598.6726000000003,10774.730800000001,0.635,1.477,0.337,2,3,56.5,646,0.487,0
38931.86,17,17698.82,52849.47,0.64,2.2,0.129,2,2,71.2,616,0.76,0
7729.76,75,12149.78,34096.41,0.611,0.636,0.563,6,4,27.7,641,0.378,1
37610.64,21,36926.28,120840.38,0.56,1.019,0.312,2,1,93.7,683,0.958,0
8801.94,30,9688.44,27218.72,0.726,0.908,0.086,0,6,61.3,528,0.594,1
11331.15,91,9877.17,32994.8,0.431,1.147,0.458,2,4,80.5,652,0.712,0
65044.000799999965,110,46340.38859999986,140030.18359999993,0.54,1.38,0.532,3,4,86.8,685,0.99,0
30686.91,41,19443.36,54832.51,0.688,1.578,0.149,1,9,26.4,737,0.783,1
29229.95,80,38601.55,104701.82,0.587,0.757,0.234,4,2,69.7,574,0.946,0
7473.86,43,7611.88,24781.6,0.605,0.982,0.34,4,4,53.1,540,0.35,1
15859.51,29,15512.26,42288.57,0.728,1.022,0.443,5,8,98.1,645,0.313,1
6523.79,47,7228.0,21453.05,0.585,0.903,0.352,3,2,40.8,683,0.545,0
5000.0,10,4010.1,12700.94,0.801,1.247,0.272,5,6,62.6,621,0.158,1
31079.97,83,19677.5,61221.76,0.567,1.579,0.32,7,6,78.0,658,0.572,1
19121.2,8,8607.82,25404.41,0.664,2.221,0.339,1,1,55.3,674,0.602,0
7215.58,56,8712.59,24612.04,0.672,0.828,0.208,5,9,97.2,706,0.32,1
10968.18,48,5869.59,18626.0,0.612,1.869,0.345,2,6,78.9,710,0.494,0
14078.86,41,16634.96,42395.37,0.642,0.846,0.062,2,5,68.7,596,0.724,0
23625.87,7,10645.43,32599.41,0.721,2.219,0.261,2,4,68.6,618,0.487,0
9223.67,41,8476.96,22792.82,0.554,1.088,0.325,8,7,48.6,571,0.149,1
7243.56,8,8242.23,22991.39,0.724,0.879,0.389,4,1,90.7,736,0.409,0
22552.41,4,15907.36,49128.26,0.565,1.418,0.226,2,5,39.1,614,0.626,0
5000.0,16,3598.6726000000003,10774.730800000001,0.677,1.667,0.304,5,7,51.5,641,0.16,1
9657.9,20,14307.4,46896.11,0.638,0.675,0.302,4,5,90.1,625,0.475,0
20150.25,52,18134.12,57476.9,0.529,1.111,0.125,3,2,95.9,720,0.849,0
7953.4,10,5463.64,15476.29,0.8,1.456,0.304,4,3,82.5,603,0.251,1
5210.67,84,5063.57,14916.97,0.601,1.029,0.41,2,4,99.1,750,0.616,0
21578.1,26,19104.41,52253.08,0.608,1.129,0.069,0,5,77.3,571,0.822,0
7608.59,21,6759.46,21045.67,0.676,1.126,0.065,5,5,55.1,555,0.281,1
20816.46,21,26704.47,90163.69,0.831,0.78,0.254,8,5,98.4,617,0.476,1
34646.3,90,46340.38859999986,138762.86,0.497,0.677,0.156,3,2,65.6,782,0.994,0
23769.25,17,13178.49,40131.36,0.713,1.804,0.414,0,4,46.4,545,0.596,1
12412.02,27,12155.61,37410.45,0.591,1.021,0.471,6,4,48.8,683,0.335,1
15258.81,41,13071.74,35293.58,0.671,1.167,0.568,3,5,59.6,656,0.459,0
6208.26,17,3665.51,10774.730800000001,0.629,1.694,0.42,3,7,70.1,661,0.241,1
13953.93,106,12756.98,32734.41,0.544,1.094,0.251,4,3,70.8,766,0.78,0
24118.24,99,12360.11,38744.05,0.576,1.951,0.234,5,8,43.7,624,0.528,1
5000.0,17,7331.06,21360.33,0.763,0.682,0.128,4,3,64.7,686,0.412,0
11309.74,43,17493.44,49433.84,0.529,0.647,0.43,4,6,27.7,660,0.571,0
32481.9,80,14991.79,52402.84,0.706,2.167,0.444,1,3,91.5,628,0.782,0
17956.71,39,17060.12,43802.12,0.503,1.053,0.479,2,7,81.4,621,0.606,0
20339.75,66,12104.85,40047.76,0.629,1.68,0.454,4,6,76.6,678,0.498,0
16676.24,125,23088.28,57328.77,0.539,0.722,0.673,4,5,12.0,637,0.771,1
25821.11,14,11172.6,32121.47,0.663,2.311,0.139,2,8,97.7,638,0.484,1
20800.4,48,19307.75,50052.43,0.628,1.077,0.365,1,3,99.9,600,0.79,0
12621.58,144,18235.94,51118.91,0.573,0.692,0.348,5,4,93.5,621,0.793,1
44581.02,42,41762.94,119867.4,0.661,1.067,0.366,1,1,52.5,689,0.978,0
5000.0,53,3598.6726000000003,10774.730800000001,0.619,1.667,0.141,2,5,98.3,627,0.481,0
20765.31,22,15990.19,48930.23,0.709,1.299,0.489,2,4,86.9,690,0.613,0
29415.36,31,23887.73,76695.18,0.63,1.231,0.441,5,3,81.1,708,0.702,1
5000.0,14,4704.67,13986.24,0.684,1.063,0.273,6,6,59.7,695,0.182,1
30113.88,43,44930.26,138277.97,0.708,0.67,0.408,8,5,19.7,729,0.84,1
11786.62,21,12192.34,41144.7,0.746,0.967,0.261,4,4,22.6,719,0.497,0
16760.53,32,11718.4,33192.16,0.722,1.43,0.219,3,2,86.3,713,0.626,0
27553.5,46,15211.29,48933.64,0.558,1.811,0.386,2,1,87.6,644,0.779,0
33720.7,35,23767.92,85710.48,0.67,1.419,0.376,4,2,77.9,532,0.718,1
17866.31,17,13368.71,45926.77,0.699,1.336,0.193,4,6,90.5,582,0.42,0
20525.61,21,12198.2,41364.54,0.786,1.683,0.319,7,3,28.0,649,0.277,1
9797.17,40,21597.54,68566.73,0.69,0.454,0.242,3,2,72.1,687,0.815,0
9359.94,18,21222.03,69529.29,0.619,0.441,0.152,1,4,68.9,718,0.863,0
22303.43,109,18712.92,53965.76,0.523,1.192,0.212,3,4,43.5,620,0.849,0
5838.57,28,5349.63,15944.43,0.481,1.091,0.395,3,2,91.2,701,0.483,0
7468.76,14,6322.32,18667.13,0.67,1.181,0.352,5,5,38.7,662,0.234,1
33234.19,65,31424.93,89271.86,0.575,1.058,0.345,3,4,95.1,671,0.907,0
10098.82,74,12623.11,38313.41,0.559,0.8,0.583,3,7,66.1,695,0.545,0
9313.59,25,7774.56,22344.7,0.606,1.198,0.461,6,1,71.9,714,0.321,1
8695.54,121,21717.91,65478.14,0.643,0.4,0.419,3,5,38.9,619,0.833,0
22134.07,94,17585.64,46929.4,0.381,1.259,0.316,0,2,56.5,639,0.921,0
17340.85,26,11283.52,32405.98,0.568,1.537,0.334,4,4,41.1,769,0.534,0
17923.42,51,19404.62,64340.91,0.789,0.924,0.272,5,2,86.9,553,0.604,1
7402.31,21,4599.38,14013.33,0.738,1.609,0.389,2,6,84.7,745,0.368,1
8428.96,26,4350.6,14445.42,0.684,1.937,0.203,4,5,85.4,627,0.295,1
44028.13,21,28287.78,80752.01,0.657,1.556,0.159,4,4,92.6,678,0.817,0
20903.95,144,10596.23,31157.25,0.499,1.973,0.258,2,3,61.0,720,0.879,0
6245.25,18,4895.93,14940.34,0.583,1.276,0.323,4,1,63.7,772,0.451,0
13108.72,11,9444.16,27891.2,0.702,1.388,0.061,5,7,98.1,652,0.312,1
15630.16,35,14280.51,38062.89,0.7,1.095,0.439,6,5,56.2,774,0.394,1
15386.24,18,8905.84,27929.12,0.62,1.728,0.284,0,3,64.7,586,0.626,0
13188.53,34,11106.1,30691.26,0.52,1.188,0.376,2,3,98.1,580,0.578,0
5929.22,16,4555.71,13655.73,0.722,1.301,0.421,2,8,77.8,663,0.263,1
30160.15,9,19045.78,47398.94,0.729,1.584,0.291,3,5,96.5,571,0.525,0
5000.0,76,5455.12,15516.19,0.657,0.917,0.318,4,1,90.5,621,0.515,0
14911.2,7,12459.36,37000.58,0.669,1.197,0.351,4,5,97.5,622,0.365,1
13176.28,27,11633.25,36466.91,0.504,1.133,0.462,3,4,87.2,690,0.539,0
26594.83,38,18252.96,49346.83,0.553,1.457,0.15,2,6,63.8,670,0.763,0
25592.53,69,16782.83,46758.9,0.69,1.525,0.428,2,6,88.2,646,0.68,0
5000.0,15,5537.73,18958.03,0.581,0.903,0.319,3,3,70.2,701,0.433,0
10835.29,13,10294.65,35739.47,0.723,1.053,0.209,3,3,36.8,645,0.502,0
7441.1,38,6947.98,21702.21,0.573,1.071,0.127,3,3,31.9,764,0.624,0
8228.49,36,5453.55,18035.5,0.57,1.509,0.318,2,4,65.4,663,0.499,0
17680.43,38,18354.3,53323.34,0.766,0.963,0.155,4,9,56.0,747,0.586,1
16935.07,70,9758.27,30804.86,0.733,1.735,0.355,6,5,70.7,676,0.356,1
11745.88,49,13472.05,42366.03,0.638,0.872,0.373,3,5,97.2,692,0.602,0
22957.58,79,14207.7,39412.39,0.555,1.616,0.563,3,5,60.5,480,0.508,1
10753.85,67,7017.78,21384.31,0.681,1.532,0.52,7,4,32.7,626,0.21,1
7447.55,13,4610.08,13503.45,0.568,1.615,0.179,4,5,74.8,673,0.33,1
